train_loss↓_step,train_loss↓,eval_loss↓,train_loss↓_epoch,test_loss↓,test_elbo↑,test_marginal_log_likelihood↑,test_mean_fit_mae↓,test_mean_fit_rmse↓,test_variance_fit_mae↓,test_variance_fit_rmse↓,test_sample_fit_mae↓,test_sample_fit_rmse↓,test_expected_log_likelihood↑,test_kl_divergence↓,noise_expected_log_likelihood↓,noise_kl_divergence↓
1.2205228805541992,1.2205228805541992,1.2014185190200806,1.2205228805541992,0.7898027896881104,-0.7898027896881104,-1050.597900390625,0.1766883283853531,0.2918834388256073,4.251729488372803,5.709202766418457,1.2209705114364624,2.1293675899505615,-1.1454023122787476,0.43420329689979553,-0.8519877195358276,21.701248168945312
1.2139825820922852,1.2139825820922852,1.1483341455459595,1.2139825820922852,0.8292075991630554,-0.8292075991630554,-1101.66796875,0.197477787733078,0.2569528818130493,4.850278854370117,6.689638614654541,1.3168251514434814,2.0311756134033203,-1.1965358257293701,0.46187958121299744,-0.8812469244003296,18.632503509521484
1.3003991842269897,1.3003991842269897,1.274051547050476,1.3003991842269897,0.7997041940689087,-0.7997041940689087,-1063.4019775390625,0.1367502063512802,0.19117394089698792,4.461162090301514,6.402207374572754,1.1849368810653687,1.8329099416732788,-1.159781575202942,0.43962693214416504,-0.7257606983184814,33.65361022949219
1.1789963245391846,1.1789963245391846,1.3544546365737915,1.1789963245391846,0.7928587794303894,-0.7928587794303894,-1067.6864013671875,0.26531386375427246,0.46633484959602356,3.888847589492798,4.8098297119140625,1.309802532196045,2.256556749343872,-1.1588976383209229,0.42681998014450073,-0.7223668694496155,16.10668182373047
1.249279260635376,1.249279260635376,1.4176429510116577,1.249279260635376,0.8320081233978271,-0.8320081233978271,-1100.71533203125,0.2913823425769806,0.4709502160549164,4.310870170593262,5.4700026512146,1.301627278327942,2.0891058444976807,-1.1907508373260498,0.47326552867889404,-0.6274188756942749,140.44631958007812
1.2190959453582764,1.2190959453582764,1.1656289100646973,1.2190959453582764,0.78099125623703,-0.78099125623703,-1040.708251953125,0.16028574109077454,0.24754436314105988,4.118087291717529,5.446928024291992,1.2145228385925293,2.0431675910949707,-1.1364736557006836,0.42550885677337646,-0.5956817269325256,61.864463806152344
1.270079255104065,1.270079255104065,1.192089319229126,1.270079255104065,0.8349104523658752,-0.8349104523658752,-1106.672119140625,0.2534485459327698,0.37238994240760803,4.185446262359619,5.141467571258545,1.2533543109893799,2.059913158416748,-1.1960281133651733,0.4737926125526428,-0.5633140206336975,38.74699401855469
1.2168076038360596,1.2168076038360596,1.2762049436569214,1.2168076038360596,0.7688460946083069,-0.7688460946083069,-1029.2703857421875,0.12607719004154205,0.16816025972366333,4.049992084503174,5.31445837020874,1.2013649940490723,1.883543610572815,-1.1267991065979004,0.4108930826187134,-1.1119965314865112,5.295403480529785
1.208518385887146,1.208518385887146,1.2768182754516602,1.208518385887146,0.8250895738601685,-0.8250895738601685,-1120.680419921875,0.4209783673286438,0.7620111107826233,3.6051526069641113,4.484030246734619,1.3325713872909546,2.5735578536987305,-1.2080204486846924,0.44215863943099976,-0.8719298243522644,47.03029251098633
1.2071892023086548,1.2071892023086548,1.46589195728302,1.2071892023086548,0.8275481462478638,-0.8275481462478638,-1090.9814453125,0.2492847740650177,0.3472767174243927,4.781946659088135,7.03435754776001,1.2723537683486938,2.020872116088867,-1.1831907033920288,0.4719054698944092,-0.6415928602218628,316.8139953613281
1.2429711818695068,1.2429711818695068,1.3198484182357788,1.2429711818695068,0.7758995890617371,-0.7758995890617371,-1044.8963623046875,0.19719146192073822,0.2761702835559845,3.718766450881958,4.4306960105896,1.1347140073776245,1.7222316265106201,-1.1371142864227295,0.41468483209609985,-0.46263813972473145,48.548580169677734
1.278213381767273,1.278213381767273,1.5624996423721313,1.278213381767273,0.8169138431549072,-0.8169138431549072,-1080.898681640625,0.15659008920192719,0.21273751556873322,4.2378458976745605,5.252554416656494,1.2201164960861206,1.8388991355895996,-1.1761687994003296,0.4576590061187744,-0.8298096060752869,43.24946975708008
1.2266645431518555,1.2266645431518555,1.1191272735595703,1.2266645431518555,0.7783550024032593,-0.7783550024032593,-1044.2528076171875,0.16872940957546234,0.21935752034187317,3.7651286125183105,4.449119567871094,1.197009563446045,1.9257720708847046,-1.139264702796936,0.4174453914165497,-0.48083820939064026,15.293153762817383
1.2789044380187988,1.2789044380187988,1.1340628862380981,1.2789044380187988,0.8149205446243286,-0.8149205446243286,-1078.37841796875,0.2156827598810196,0.3785683214664459,4.100917339324951,5.011781692504883,1.3442200422286987,2.201789379119873,-1.1717957258224487,0.45804548263549805,-0.8853533864021301,12.716439247131348
1.177683711051941,1.177683711051941,1.3585861921310425,1.177683711051941,0.7454097270965576,-0.7454097270965576,-1013.819091796875,0.20472824573516846,0.3083447217941284,3.6003262996673584,4.486783027648926,1.2193421125411987,1.8774845600128174,-1.1072295904159546,0.38358980417251587,-0.3783467411994934,544.4642944335938
1.2015608549118042,1.2015608549118042,1.3591843843460083,1.2015608549118042,0.79170161485672,-0.79170161485672,-1045.270751953125,0.15267059206962585,0.2343319207429886,6.83685302734375,16.594898223876953,1.1548142433166504,1.7371827363967896,-1.1447780132293701,0.4386252760887146,-0.22225554287433624,508.5387268066406
1.2446892261505127,1.2446892261505127,1.1565628051757812,1.2446892261505127,0.7759364247322083,-0.7759364247322083,-1029.0638427734375,0.18226373195648193,0.23292513191699982,3.8260440826416016,4.638041019439697,1.1457773447036743,1.7340751886367798,-1.1235886812210083,0.4282843768596649,-0.35160207748413086,193.8416290283203
1.2004201412200928,1.2004201412200928,1.2011679410934448,1.2004201412200928,0.8009227514266968,-0.8009227514266968,-1075.65771484375,0.2589106559753418,0.3282051086425781,4.290740013122559,5.853391647338867,1.2725757360458374,1.946690320968628,-1.1653989553451538,0.4364466071128845,-1.0907374620437622,4.21001672744751
1.2179312705993652,1.2179312705993652,1.345210313796997,1.2179312705993652,0.8338874578475952,-0.8338874578475952,-1130.7581787109375,0.41721028089523315,0.9237219095230103,4.325247287750244,6.120305061340332,1.4110208749771118,2.300015687942505,-1.22610604763031,0.44166886806488037,-0.6361986398696899,80.79731750488281
